Detector,DateTime_local,Date_local,Time_local,Hour_local,auto_id,match_ratio,fc,sc,offset,margin,alternate_1,alternate_2,alternate_3,manual_id,n,pulses,dur,files,channel,fmax,fmin,duration,detector_id,source_file,folder,in_file,out_file_fs,out_file_zc,indir,outdir,matching,fmean,tbc,fk,tk,s1,tc,qual,review_orgid,DateTime_UTC,species,Night
MCE,2025-10-18T02:23:56Z,2025-10-17,21:23:56,21,LASCIN,0.2,23.514,30.02,0,0.472418,EPTFUS,LASNOC,NA,NA,5,5,4.346,1,0,25.253,23.184,9,24A04F085FDF19C0,id.csv,20251018,24A04F085FDF19C0_20251018_022356T.WAV,24A04F085FDF19C0_20251018_022356_000T.wav,NA,D:\Ashlees Bat Call\P2 (10.19),D:\Schmeeckle analyzed 102725\Ashlees\P2,1,24.119,735.303,24.64,1.122,52.36,3.635,0.9,NA,2025-10-18T02:23:56Z,LASCIN,2025-10-17
MCE,2025-10-18T00:17:00Z,2025-10-17,19:17:00,19,LASCIN,0.143,23.936,14.79,0,0.278795,EPTFUS,LASNOC,NA,NA,7,7,8.917,1,0,27.928,23.73,9,24A04F085FDF19C0,id.csv,20251018,24A04F085FDF19C0_20251018_001700T.WAV,24A04F085FDF19C0_20251018_001700_000T.wav,NA,D:\Ashlees Bat Call\P2 (10.19),D:\Schmeeckle analyzed 102725\Ashlees\P2,1,25.039,401.856,24.733,4.892,96.65,8.187,1.41,NA,2025-10-18T00:17:00Z,LASCIN,2025-10-17
MCE,2025-10-19T01:49:52Z,2025-10-18,20:49:52,20,LASNOC,0.846,25.175,4.01,0,0.365003,LASCIN,EPTFUS,NA,NA,26,26,9.147,1,0,26.579,24.68,9,24A04F085FDF19C0,id.csv,20251019,24A04F085FDF19C0_20251019_014952T.WAV,24A04F085FDF19C0_20251019_014952_000T.wav,NA,D:\Ashlees Bat Call\P2 (10.19),D:\Schmeeckle analyzed 102725\Ashlees\P2,22,25.521,327.623,25.949,1.462,15.31,6.921,4.13,NA,2025-10-19T01:49:52Z,LASNOC,2025-10-18
MCE,2025-10-19T02:30:56Z,2025-10-18,21:30:56,21,LASNOC,0.952,26.724,19.89,0,0.489331,EPTFUS,LASCIN,NA,NA,21,21,7.713,1,0,31.762,26.669,9,24A04F085FDF19C0,id.csv,20251019,24A04F085FDF19C0_20251019_023056T.WAV,24A04F085FDF19C0_20251019_023056_000T.wav,NA,D:\Ashlees Bat Call\P2 (10.19),D:\Schmeeckle analyzed 102725\Ashlees\P2,20,27.96,361.202,27.989,3.024,132.77,7.301,2.82,NA,2025-10-19T02:30:56Z,LASNOC,2025-10-18
MCE,2025-10-19T02:30:42Z,2025-10-18,21:30:42,21,LASNOC,0.8,27.174,18.95,0,0.361448,EPTFUS,LASCIN,NA,NA,25,25,5.853,1,0,32.067,26.937,9,24A04F085FDF19C0,id.csv,20251019,24A04F085FDF19C0_20251019_023042T.WAV,24A04F085FDF19C0_20251019_023042_000T.wav,NA,D:\Ashlees Bat Call\P2 (10.19),D:\Schmeeckle analyzed 102725\Ashlees\P2,20,28.304,282.516,28.048,2.824,154.44,5.267,4.34,NA,2025-10-19T02:30:42Z,LASNOC,2025-10-18
MCE,2025-10-18T07:18:10Z,2025-10-18,02:18:10,2,LASNOC,0.941,25.351,6.03,0,0.314189,LASCIN,EPTFUS,NA,NA,17,17,5.504,1,0,26.207,25.165,9,24A04F085FDF19C0,id.csv,20251018,24A04F085FDF19C0_20251018_071810T.WAV,24A04F085FDF19C0_20251018_071810_000T.wav,NA,D:\Ashlees Bat Call\P2 (10.19),D:\Schmeeckle analyzed 102725\Ashlees\P2,16,25.576,507.55,25.661,1.971,23.19,4.557,2.48,NA,2025-10-18T07:18:10Z,LASNOC,2025-10-17
MCE,2025-10-19T07:08:36Z,2025-10-19,02:08:36,2,LASNOC,0.833,25.844,14.15,0,0.418252,EPTFUS,LASCIN,NA,NA,18,18,9.112,1,0,30.519,25.65,9,24A04F085FDF19C0,id.csv,20251019,24A04F085FDF19C0_20251019_070836T.WAV,24A04F085FDF19C0_20251019_070836_000T.wav,NA,D:\Ashlees Bat Call\P2 (10.19),D:\Schmeeckle analyzed 102725\Ashlees\P2,15,27.143,299.772,26.905,4.318,137.41,8.393,2.2,NA,2025-10-19T07:08:36Z,LASNOC,2025-10-18
MCE,2025-10-18T08:39:36Z,2025-10-18,03:39:36,3,LASNOC,0.789,26.319,19.67,0,0.363286,EPTFUS,LASCIN,NA,NA,19,19,7.232,1,0,30.519,25.866,9,24A04F085FDF19C0,id.csv,20251018,24A04F085FDF19C0_20251018_083936T.WAV,24A04F085FDF19C0_20251018_083936_000T.wav,NA,D:\Ashlees Bat Call\P2 (10.19),D:\Schmeeckle analyzed 102725\Ashlees\P2,15,27.347,307.373,27.552,2.499,147.98,6.434,3.79,NA,2025-10-18T08:39:36Z,LASNOC,2025-10-17
MCE,2025-10-18T07:17:56Z,2025-10-18,02:17:56,2,LASNOC,1,26.146,3.11,0,0.382167,LASCIN,EPTFUS,NA,NA,11,11,5.755,1,0,26.9,26.017,9,24A04F085FDF19C0,id.csv,20251018,24A04F085FDF19C0_20251018_071756T.WAV,24A04F085FDF19C0_20251018_071756_000T.wav,NA,D:\Ashlees Bat Call\P2 (10.19),D:\Schmeeckle analyzed 102725\Ashlees\P2,11,26.369,366.924,26.508,1.874,-92.65,5.095,2.26,NA,2025-10-18T07:17:56Z,LASNOC,2025-10-17
MCE,2025-10-19T01:22:48Z,2025-10-18,20:22:48,20,LASNOC,0.875,25.376,9.99,0,0.323175,LASCIN,EPTFUS,NA,NA,8,8,6.719,1,0,26.984,25.221,9,24A04F085FDF19C0,id.csv,20251019,24A04F085FDF19C0_20251019_012248T.WAV,24A04F085FDF19C0_20251019_012248_000T.wav,NA,D:\Ashlees Bat Call\P2 (10.19),D:\Schmeeckle analyzed 102725\Ashlees\P2,7,25.9,1209.08,25.846,3.437,53.06,6.113,1.65,NA,2025-10-19T01:22:48Z,LASNOC,2025-10-18
MCE,2025-10-17T23:48:46Z,2025-10-17,18:48:46,18,LASNOC,1,26.735,10.91,0,0.417493,LASCIN,EPTFUS,NA,NA,3,3,4.006,1,0,28.047,26.414,9,24A04F085FDF19C0,id.csv,20251017,24A04F085FDF19C0_20251017_234846T.WAV,24A04F085FDF19C0_20251017_234846_000T.wav,NA,D:\Ashlees Bat Call\P2 (10.19),D:\Schmeeckle analyzed 102725\Ashlees\P2,3,27.034,490.062,27.227,1.374,21.03,3.356,0.67,NA,2025-10-17T23:48:46Z,LASNOC,2025-10-17
MCE,2025-10-17T23:49:00Z,2025-10-17,18:49:00,18,LASNOC,0.75,25.505,18.11,0,0.172304,LASCIN,EPTFUS,NA,NA,4,4,4.643,1,0,26.461,25.204,9,24A04F085FDF19C0,id.csv,20251017,24A04F085FDF19C0_20251017_234900T.WAV,24A04F085FDF19C0_20251017_234900_000T.wav,NA,D:\Ashlees Bat Call\P2 (10.19),D:\Schmeeckle analyzed 102725\Ashlees\P2,3,25.67,2041.185,25.819,1.331,55.14,2.231,0.92,NA,2025-10-17T23:49:00Z,LASNOC,2025-10-17
MCE,2025-10-18T01:56:38Z,2025-10-17,20:56:38,20,LASNOC,1,27.458,5.54,0,0.350244,LASCIN,EPTFUS,NA,NA,2,2,4.635,1,0,27.74,27.095,9,24A04F085FDF19C0,id.csv,20251018,24A04F085FDF19C0_20251018_015638T.WAV,24A04F085FDF19C0_20251018_015638_000T.wav,NA,D:\Ashlees Bat Call\P2 (10.19),D:\Schmeeckle analyzed 102725\Ashlees\P2,2,27.4,1497.491,27.556,0.215,-39.09,1.691,0.6,NA,2025-10-18T01:56:38Z,LASNOC,2025-10-17
MCE,2025-10-18T23:39:54Z,2025-10-18,18:39:54,18,LASNOC,1,25.163,16.31,0,0.260306,LASCIN,EPTFUS,NA,NA,2,2,4.821,1,0,25.607,25.003,9,24A04F085FDF19C0,id.csv,20251018,24A04F085FDF19C0_20251018_233954T.WAV,24A04F085FDF19C0_20251018_233954_000T.wav,NA,D:\Ashlees Bat Call\P2 (10.19),D:\Schmeeckle analyzed 102725\Ashlees\P2,2,25.294,404.175,25.439,1.647,-28.07,3.554,0.62,NA,2025-10-18T23:39:54Z,LASNOC,2025-10-18
MCE,2025-10-18T07:33:48Z,2025-10-18,02:33:48,2,PERSUB,0.667,41.994,25.26,0,0.217621,LASBOR,MYOLUC,NA,NA,3,3,4.835,1,0,46.7,41.914,9,24A04F085FDF19C0,id.csv,20251018,24A04F085FDF19C0_20251018_073348T.WAV,24A04F085FDF19C0_20251018_073348_000T.wav,NA,D:\Ashlees Bat Call\P2 (10.19),D:\Schmeeckle analyzed 102725\Ashlees\P2,2,43.569,225.271,44.641,1.006,78.85,4.591,0.41,NA,2025-10-18T07:33:48Z,PERSUB,2025-10-17
MCI,2025-10-18T00:04:24Z,2025-10-17,19:04:24,19,LASCIN,1,24.056,-1.77,0,0.395337,EPTFUS,LASNOC,NA,NA,3,3,4.913,1,0,24.759,23.748,9,24A04F085FDF0C84,id.csv,20251018,24A04F085FDF0C84_20251018_000424T.WAV,24A04F085FDF0C84_20251018_000424_000T.wav,NA,D:\Ashlees Bat Call\P5 (10.19),D:\Schmeeckle analyzed 102725\Ashlees\P5,3,24.129,839.411,24.11,2.185,52.2,3.558,1.01,NA,2025-10-18T00:04:24Z,LASCIN,2025-10-17
MCI,2025-10-18T09:46:20Z,2025-10-18,04:46:20,4,LASCIN,1,18.321,1.51,0,0.459003,NA,NA,NA,NA,3,3,3.568,1,0,18.477,18.114,9,24A04F085FDF0C84,id.csv,20251018,24A04F085FDF0C84_20251018_094620T.WAV,24A04F085FDF0C84_20251018_094620_000T.wav,NA,D:\Ashlees Bat Call\P5 (10.19),D:\Schmeeckle analyzed 102725\Ashlees\P5,3,18.331,689.098,18.335,2.039,-31.25,3.202,1.35,NA,2025-10-18T09:46:20Z,LASCIN,2025-10-17
MCI,2025-10-17T23:57:24Z,2025-10-17,18:57:24,18,LASCIN,0.6,23.263,14.3,0,0.493783,EPTFUS,LASNOC,NA,NA,5,5,4.182,1,0,24.797,22.931,9,24A04F085FDF0C84,id.csv,20251017,24A04F085FDF0C84_20251017_235724T.WAV,24A04F085FDF0C84_20251017_235724_000T.wav,NA,D:\Ashlees Bat Call\P5 (10.19),D:\Schmeeckle analyzed 102725\Ashlees\P5,3,23.715,381.892,23.665,2.194,47.83,3.697,1.63,NA,2025-10-17T23:57:24Z,LASCIN,2025-10-17
MCI,2025-10-17T23:40:50Z,2025-10-17,18:40:50,18,LASCIN,1,23.291,15.18,0,0.472162,EPTFUS,NA,NA,NA,2,2,5.659,1,0,24.467,23.223,9,24A04F085FDF0C84,id.csv,20251017,24A04F085FDF0C84_20251017_234050T.WAV,24A04F085FDF0C84_20251017_234050_000T.wav,NA,D:\Ashlees Bat Call\P5 (10.19),D:\Schmeeckle analyzed 102725\Ashlees\P5,2,23.669,866.407,23.775,2.674,7.25,4.805,0.65,NA,2025-10-17T23:40:50Z,LASCIN,2025-10-17
MCI,2025-10-18T08:21:52Z,2025-10-18,03:21:52,3,LASNOC,0.4,27.247,119.94,0,0.248165,LASCIN,EPTFUS,NA,NA,10,10,3.619,1,0,43.187,26.816,9,24A04F085FDF0C84,id.csv,20251018,24A04F085FDF0C84_20251018_082152T.WAV,24A04F085FDF0C84_20251018_082152_000T.wav,NA,D:\Ashlees Bat Call\P5 (10.19),D:\Schmeeckle analyzed 102725\Ashlees\P5,4,32.01,109.899,30.191,2.126,416.04,3.388,2.36,NA,2025-10-18T08:21:52Z,LASNOC,2025-10-17
MCI,2025-10-18T06:56:14Z,2025-10-18,01:56:14,1,MYOLUC,1,51.25,108.28,0,0.323119,NA,NA,NA,NA,6,6,2.852,1,0,86.296,50.868,9,24A04F085FDF0C84,id.csv,20251018,24A04F085FDF0C84_20251018_065614T.WAV,24A04F085FDF0C84_20251018_065614_000T.wav,NA,D:\Ashlees Bat Call\P5 (10.19),D:\Schmeeckle analyzed 102725\Ashlees\P5,6,61.663,102.159,54.904,1.846,470.2,2.761,1.36,NA,2025-10-18T06:56:14Z,MYOLUC,2025-10-17
LPO,2025-10-18T00:27:26Z,2025-10-17,19:27:26,19,EPTFUS,1,26.105,37.07,0,0.559812,LASNOC,LASCIN,NA,NA,27,27,7.129,1,0,40.854,25.823,9,24E144036484A442,id.csv,20251018,24E144036484A442_20251018_002726T.WAV,24E144036484A442_20251018_002726_000T.wav,NA,D:\Ashlees Bat Call\TWS 3 (10.19),D:\Schmeeckle analyzed 102725\Ashlees\TWS 3,27,30.085,152.597,27.866,4.545,280.77,6.832,3.37,NA,2025-10-18T00:27:26Z,EPTFUS,2025-10-17
LPO,2025-10-17T23:53:22Z,2025-10-17,18:53:22,18,EPTFUS,0.85,25.406,27.31,0,0.276617,LASCIN,LASNOC,NA,NA,20,20,11.224,1,0,38.742,25.007,9,24E144036484A442,id.csv,20251017,24E144036484A442_20251017_235322T.WAV,24E144036484A442_20251017_235322_000T.wav,NA,D:\Ashlees Bat Call\TWS 3 (10.19),D:\Schmeeckle analyzed 102725\Ashlees\TWS 3,17,28.941,259.25,26.599,7.935,185.35,10.681,2.28,NA,2025-10-17T23:53:22Z,EPTFUS,2025-10-17
LPO,2025-10-18T03:57:40Z,2025-10-17,22:57:40,22,EPTFUS,0.737,26.309,34.68,0,0.240694,LASCIN,LASNOC,NA,NA,19,19,5.22,1,0,30.14,25.646,9,24E144036484A442,id.csv,20251018,24E144036484A442_20251018_035740T.WAV,24E144036484A442_20251018_035740_000T.wav,NA,D:\Ashlees Bat Call\TWS 3 (10.19),D:\Schmeeckle analyzed 102725\Ashlees\TWS 3,14,27.548,281.59,27.638,1.557,67.82,4.435,2.86,NA,2025-10-18T03:57:40Z,EPTFUS,2025-10-17
LPO,2025-10-18T01:46:04Z,2025-10-17,20:46:04,20,EPTFUS,0.765,24.435,25.37,0,0.270491,LASCIN,LASNOC,NA,NA,17,17,10.019,1,0,32.895,23.829,9,24E144036484A442,id.csv,20251018,24E144036484A442_20251018_014604T.WAV,24E144036484A442_20251018_014604_000T.wav,NA,D:\Ashlees Bat Call\TWS 3 (10.19),D:\Schmeeckle analyzed 102725\Ashlees\TWS 3,13,26.46,380.47,26.128,4.616,170.32,8.722,3.8,NA,2025-10-18T01:46:04Z,EPTFUS,2025-10-17
LPO,2025-10-17T23:56:52Z,2025-10-17,18:56:52,18,EPTFUS,0.619,27.577,37.34,0,0.387923,LASNOC,LASCIN,NA,NA,21,21,6.813,1,0,36.914,27.176,9,24E144036484A442,id.csv,20251017,24E144036484A442_20251017_235652T.WAV,24E144036484A442_20251017_235652_000T.wav,NA,D:\Ashlees Bat Call\TWS 3 (10.19),D:\Schmeeckle analyzed 102725\Ashlees\TWS 3,13,30.177,369.068,28.766,4.441,177.55,6.336,3.26,NA,2025-10-17T23:56:52Z,EPTFUS,2025-10-17
LPO,2025-10-18T00:58:56Z,2025-10-17,19:58:56,19,EPTFUS,0.667,27.132,36.77,0,0.360906,LASNOC,LASCIN,NA,NA,12,12,6.292,1,0,36.12,26.827,9,24E144036484A442,id.csv,20251018,24E144036484A442_20251018_005856T.WAV,24E144036484A442_20251018_005856_000T.wav,NA,D:\Ashlees Bat Call\TWS 3 (10.19),D:\Schmeeckle analyzed 102725\Ashlees\TWS 3,8,29.602,382.67,28.23,4.115,220.92,6.008,1.45,NA,2025-10-18T00:58:56Z,EPTFUS,2025-10-17
LPO,2025-10-18T01:56:34Z,2025-10-17,20:56:34,20,EPTFUS,0.625,26.408,23.95,0,0.391466,LASNOC,LASCIN,NA,NA,8,8,7.335,1,0,35.09,25.832,9,24E144036484A442,id.csv,20251018,24E144036484A442_20251018_015634T.WAV,24E144036484A442_20251018_015634_000T.wav,NA,D:\Ashlees Bat Call\TWS 3 (10.19),D:\Schmeeckle analyzed 102725\Ashlees\TWS 3,5,28.642,365.434,27.321,4.802,205.16,6.624,1.5,NA,2025-10-18T01:56:34Z,EPTFUS,2025-10-17
LPO,2025-10-17T23:59:12Z,2025-10-17,18:59:12,18,EPTFUS,0.8,24.896,18.78,0,0.270754,LASCIN,LASNOC,NA,NA,5,5,9.173,1,0,32.825,24.68,9,24E144036484A442,id.csv,20251017,24E144036484A442_20251017_235912T.WAV,24E144036484A442_20251017_235912_000T.wav,NA,D:\Ashlees Bat Call\TWS 3 (10.19),D:\Schmeeckle analyzed 102725\Ashlees\TWS 3,4,26.871,234.857,26.181,4.886,141.95,8.722,1.08,NA,2025-10-17T23:59:12Z,EPTFUS,2025-10-17
LPO,2025-10-18T01:11:32Z,2025-10-17,20:11:32,20,EPTFUS,0.8,25.868,19.88,0,0.370621,LASNOC,LASCIN,NA,NA,5,5,5.876,1,0,33.82,25.275,9,24E144036484A442,id.csv,20251018,24E144036484A442_20251018_011132T.WAV,24E144036484A442_20251018_011132_000T.wav,NA,D:\Ashlees Bat Call\TWS 3 (10.19),D:\Schmeeckle analyzed 102725\Ashlees\TWS 3,4,27.881,384.155,26.783,3.195,172.37,4.999,0.76,NA,2025-10-18T01:11:32Z,EPTFUS,2025-10-17
LPO,2025-10-17T23:47:18Z,2025-10-17,18:47:18,18,EPTFUS,1,29.965,66.25,0,0.571617,LASNOC,NA,NA,NA,2,2,2.766,1,0,36.836,29.965,9,24E144036484A442,id.csv,20251017,24E144036484A442_20251017_234718T.WAV,24E144036484A442_20251017_234718_000T.wav,NA,D:\Ashlees Bat Call\TWS 3 (10.19),D:\Schmeeckle analyzed 102725\Ashlees\TWS 3,2,32.453,258.243,31.079,1.972,267.01,2.766,0.46,NA,2025-10-17T23:47:18Z,EPTFUS,2025-10-17
LPO,2025-10-18T03:55:20Z,2025-10-17,22:55:20,22,LASBOR,0.75,40.295,17.89,0,0.148037,PERSUB,MYOLUC,NA,NA,8,8,5.064,1,0,44.349,39.994,9,24E144036484A442,id.csv,20251018,24E144036484A442_20251018_035520T.WAV,24E144036484A442_20251018_035520_000T.wav,NA,D:\Ashlees Bat Call\TWS 3 (10.19),D:\Schmeeckle analyzed 102725\Ashlees\TWS 3,6,41.438,381.552,41.937,1.24,129.28,4.506,1.75,NA,2025-10-18T03:55:20Z,LASBOR,2025-10-17
LPO,2025-10-18T03:47:10Z,2025-10-17,22:47:10,22,LASCIN,0.548,23.4,16.33,0,0.369739,LASNOC,EPTFUS,NA,NA,31,31,11.909,1,0,29.259,22.618,9,24E144036484A442,id.csv,20251018,24E144036484A442_20251018_034710T.WAV,24E144036484A442_20251018_034710_000T.wav,NA,D:\Ashlees Bat Call\TWS 3 (10.19),D:\Schmeeckle analyzed 102725\Ashlees\TWS 3,17,24.625,291.974,24.9,4.326,91.86,9.701,5.76,NA,2025-10-18T03:47:10Z,LASCIN,2025-10-17
LPO,2025-10-18T00:09:28Z,2025-10-17,19:09:28,19,LASCIN,0.846,23.649,6.45,0,0.323637,LASNOC,EPTFUS,NA,NA,13,13,9.06,1,0,25.851,23.208,9,24E144036484A442,id.csv,20251018,24E144036484A442_20251018_000928T.WAV,24E144036484A442_20251018_000928_000T.wav,NA,D:\Ashlees Bat Call\TWS 3 (10.19),D:\Schmeeckle analyzed 102725\Ashlees\TWS 3,11,24.171,562.283,24.154,4.102,57.73,7.161,3.53,NA,2025-10-18T00:09:28Z,LASCIN,2025-10-17
LPO,2025-10-18T01:57:58Z,2025-10-17,20:57:58,20,LASCIN,0.733,22.707,8.18,0,0.374389,EPTFUS,LASNOC,NA,NA,15,15,10.366,1,0,26.772,22.423,9,24E144036484A442,id.csv,20251018,24E144036484A442_20251018_015758T.WAV,24E144036484A442_20251018_015758_000T.wav,NA,D:\Ashlees Bat Call\TWS 3 (10.19),D:\Schmeeckle analyzed 102725\Ashlees\TWS 3,11,23.859,449.61,23.317,6.309,85.73,9.494,5.03,NA,2025-10-18T01:57:58Z,LASCIN,2025-10-17
LPO,2025-10-18T02:18:30Z,2025-10-17,21:18:30,21,LASCIN,0.714,24.23,9.85,0,0.332029,EPTFUS,LASNOC,NA,NA,14,14,7.711,1,0,26.793,23.884,9,24E144036484A442,id.csv,20251018,24E144036484A442_20251018_021830T.WAV,24E144036484A442_20251018_021830_000T.wav,NA,D:\Ashlees Bat Call\TWS 3 (10.19),D:\Schmeeckle analyzed 102725\Ashlees\TWS 3,10,24.859,445.596,24.714,4.094,33.41,6.714,4.76,NA,2025-10-18T02:18:30Z,LASCIN,2025-10-17
LPO,2025-10-17T23:42:24Z,2025-10-17,18:42:24,18,LASCIN,0.429,23.735,16.37,0,0.374306,EPTFUS,LASNOC,NA,NA,21,21,10.08,1,0,29.544,23.116,9,24E144036484A442,id.csv,20251017,24E144036484A442_20251017_234224T.WAV,24E144036484A442_20251017_234224_000T.wav,NA,D:\Ashlees Bat Call\TWS 3 (10.19),D:\Schmeeckle analyzed 102725\Ashlees\TWS 3,9,25.118,292.281,24.699,4.968,88.56,8.586,3.68,NA,2025-10-17T23:42:24Z,LASCIN,2025-10-17
LPO,2025-10-18T00:46:34Z,2025-10-17,19:46:34,19,LASCIN,0.889,21.995,13.44,0,0.377858,EPTFUS,LASNOC,NA,NA,9,9,6.521,1,0,24.184,21.635,9,24E144036484A442,id.csv,20251018,24E144036484A442_20251018_004634T.WAV,24E144036484A442_20251018_004634_000T.wav,NA,D:\Ashlees Bat Call\TWS 3 (10.19),D:\Schmeeckle analyzed 102725\Ashlees\TWS 3,8,22.71,700.127,22.811,3.38,45.6,5.852,0.99,NA,2025-10-18T00:46:34Z,LASCIN,2025-10-17
LPO,2025-10-17T23:39:08Z,2025-10-17,18:39:08,18,LASCIN,1,22.77,19.78,0,0.366035,LASNOC,EPTFUS,NA,NA,7,7,10.02,1,0,25.742,21.843,9,24E144036484A442,id.csv,20251017,24E144036484A442_20251017_233908T.WAV,24E144036484A442_20251017_233908_000T.wav,NA,D:\Ashlees Bat Call\TWS 3 (10.19),D:\Schmeeckle analyzed 102725\Ashlees\TWS 3,7,23.331,370.147,23.628,3.607,5.69,6.939,2.02,NA,2025-10-17T23:39:08Z,LASCIN,2025-10-17
LPO,2025-10-18T00:12:02Z,2025-10-17,19:12:02,19,LASCIN,0.875,22.371,19.48,0,0.427314,EPTFUS,LASNOC,NA,NA,8,8,4.376,1,0,24.267,21.96,9,24E144036484A442,id.csv,20251018,24E144036484A442_20251018_001202T.WAV,24E144036484A442_20251018_001202_000T.wav,NA,D:\Ashlees Bat Call\TWS 3 (10.19),D:\Schmeeckle analyzed 102725\Ashlees\TWS 3,7,22.896,618.901,22.92,2.042,5.91,3.621,1.65,NA,2025-10-18T00:12:02Z,LASCIN,2025-10-17
LPO,2025-10-18T03:59:46Z,2025-10-17,22:59:46,22,LASCIN,1,16.786,2.27,0,0.372886,NA,NA,NA,NA,6,6,7.843,1,0,17.034,16.604,9,24E144036484A442,id.csv,20251018,24E144036484A442_20251018_035946T.WAV,24E144036484A442_20251018_035946_000T.wav,NA,D:\Ashlees Bat Call\TWS 3 (10.19),D:\Schmeeckle analyzed 102725\Ashlees\TWS 3,6,16.793,122.636,16.803,3.167,37.82,5.47,0.68,NA,2025-10-18T03:59:46Z,LASCIN,2025-10-17
LPO,2025-10-18T02:19:26Z,2025-10-17,21:19:26,21,LASCIN,0.667,24.381,13.61,0,0.199532,LASNOC,EPTFUS,NA,NA,9,9,8.257,1,0,28.58,24.097,9,24E144036484A442,id.csv,20251018,24E144036484A442_20251018_021926T.WAV,24E144036484A442_20251018_021926_000T.wav,NA,D:\Ashlees Bat Call\TWS 3 (10.19),D:\Schmeeckle analyzed 102725\Ashlees\TWS 3,6,25.254,513.788,25.14,3.644,10.65,7.21,2.85,NA,2025-10-18T02:19:26Z,LASCIN,2025-10-17
LPO,2025-10-18T00:03:10Z,2025-10-17,19:03:10,19,LASCIN,0.545,25.105,12.57,0,0.346511,EPTFUS,LASNOC,NA,NA,11,11,6.49,1,0,27.856,24.361,9,24E144036484A442,id.csv,20251018,24E144036484A442_20251018_000310T.WAV,24E144036484A442_20251018_000310_000T.wav,NA,D:\Ashlees Bat Call\TWS 3 (10.19),D:\Schmeeckle analyzed 102725\Ashlees\TWS 3,6,25.681,361.267,25.732,3.057,65.2,4.912,2.46,NA,2025-10-18T00:03:10Z,LASCIN,2025-10-17
LPO,2025-10-18T00:22:18Z,2025-10-17,19:22:18,19,LASCIN,0.429,24.058,15.03,0,0.290919,LASNOC,EPTFUS,NA,NA,14,14,7.291,1,0,26.366,23.473,9,24E144036484A442,id.csv,20251018,24E144036484A442_20251018_002218T.WAV,24E144036484A442_20251018_002218_000T.wav,NA,D:\Ashlees Bat Call\TWS 3 (10.19),D:\Schmeeckle analyzed 102725\Ashlees\TWS 3,6,24.64,548.057,24.86,2.937,12.26,5.98,2.92,NA,2025-10-18T00:22:18Z,LASCIN,2025-10-17
LPO,2025-10-18T00:05:30Z,2025-10-17,19:05:30,19,LASCIN,0.833,23.33,14.6,0,0.304402,LASNOC,EPTFUS,NA,NA,6,6,8.59,1,0,25.489,22.923,9,24E144036484A442,id.csv,20251018,24E144036484A442_20251018_000530T.WAV,24E144036484A442_20251018_000530_000T.wav,NA,D:\Ashlees Bat Call\TWS 3 (10.19),D:\Schmeeckle analyzed 102725\Ashlees\TWS 3,5,23.94,504.75,23.768,4.963,33.31,6.834,1.43,NA,2025-10-18T00:05:30Z,LASCIN,2025-10-17
LPO,2025-10-18T00:04:34Z,2025-10-17,19:04:34,19,LASCIN,0.286,23.767,20.57,0,0.378837,EPTFUS,LASNOC,NA,NA,7,7,4.785,1,0,25.875,23.341,9,24E144036484A442,id.csv,20251018,24E144036484A442_20251018_000434T.WAV,24E144036484A442_20251018_000434_000T.wav,NA,D:\Ashlees Bat Call\TWS 3 (10.19),D:\Schmeeckle analyzed 102725\Ashlees\TWS 3,2,24.422,927.68,24.851,1.654,23.61,4.05,2.05,NA,2025-10-18T00:04:34Z,LASCIN,2025-10-17
LPO,2025-10-18T00:37:14Z,2025-10-17,19:37:14,19,LASCIN,0.5,23.06,6.49,0,0.399725,EPTFUS,LASNOC,NA,NA,2,2,7.257,1,0,24.717,22.826,9,24E144036484A442,id.csv,20251018,24E144036484A442_20251018_003714T.WAV,24E144036484A442_20251018_003714_000T.wav,NA,D:\Ashlees Bat Call\TWS 3 (10.19),D:\Schmeeckle analyzed 102725\Ashlees\TWS 3,1,23.578,515.81,23.394,4.399,92.24,6.306,0.4,NA,2025-10-18T00:37:14Z,LASCIN,2025-10-17
LPO,2025-10-18T03:45:18Z,2025-10-17,22:45:18,22,LASCIN,0.5,23.921,-1.62,0,0.319472,LASNOC,EPTFUS,NA,NA,2,2,8.305,1,0,25.724,23.399,9,24E144036484A442,id.csv,20251018,24E144036484A442_20251018_034518T.WAV,24E144036484A442_20251018_034518_000T.wav,NA,D:\Ashlees Bat Call\TWS 3 (10.19),D:\Schmeeckle analyzed 102725\Ashlees\TWS 3,1,24.377,2649.375,23.9,5.776,-32.61,7.46,0.93,NA,2025-10-18T03:45:18Z,LASCIN,2025-10-17
LPO,2025-10-17T23:38:40Z,2025-10-17,18:38:40,18,LASCIN,0.333,25.193,18.26,0,0.344232,EPTFUS,LASNOC,NA,NA,3,3,4.085,1,0,26.91,24.674,9,24E144036484A442,id.csv,20251017,24E144036484A442_20251017_233840T.WAV,24E144036484A442_20251017_233840_000T.wav,NA,D:\Ashlees Bat Call\TWS 3 (10.19),D:\Schmeeckle analyzed 102725\Ashlees\TWS 3,1,25.583,2738.52,25.956,0.777,113.86,3.227,0.78,NA,2025-10-17T23:38:40Z,LASCIN,2025-10-17
